,Tanggal,Beras,Beras Kualitas Bawah I (kg),Beras Kualitas Bawah II (kg),Beras Kualitas Medium I (kg),Beras Kualitas Medium II (kg),Beras Kualitas Super I (kg),Beras Kualitas Super II (kg),Tahun,Bulan
2,2020-01-02,11800,10750,10350,11850,11700,13100,12600,2020,1
3,2020-01-03,11850,10900,10400,11900,11750,13150,12650,2020,1
4,2020-01-06,11800,10800,10400,11850,11700,13100,12600,2020,1
5,2020-01-07,11800,10800,10400,11850,11700,13100,12600,2020,1
6,2020-01-08,11800,10800,10400,11850,11700,13100,12600,2020,1
7,2020-01-09,11800,10850,10400,11900,11700,13100,12600,2020,1
8,2020-01-10,11850,10900,10450,11900,11750,13200,12700,2020,1
9,2020-01-13,11800,10800,10400,11850,11700,13150,12600,2020,1
10,2020-01-14,11850,10800,10400,11850,11700,13150,12650,2020,1
11,2020-01-15,11850,10800,10450,11850,11700,13150,12650,2020,1
12,2020-01-16,11850,10800,10450,11900,11700,13150,12650,2020,1
13,2020-01-17,11850,10800,10450,11900,11700,13150,12650,2020,1
14,2020-01-20,11850,10800,10450,11850,11700,13150,12650,2020,1
15,2020-01-21,11850,10800,10450,11850,11700,13150,12650,2020,1
16,2020-01-22,11850,10800,10450,11850,11700,13150,12650,2020,1
17,2020-01-23,11850,10800,10450,11850,11700,13150,12650,2020,1
18,2020-01-24,11850,10800,10450,11850,11700,13150,12650,2020,1
19,2020-01-27,11850,10800,10450,11900,11700,13150,12650,2020,1
20,2020-01-28,11850,10800,10450,11850,11700,13150,12650,2020,1
21,2020-01-29,11850,10800,10450,11900,11700,13100,12650,2020,1
22,2020-01-30,11850,10800,10450,11900,11700,13100,12650,2020,1
23,2020-01-31,11850,10800,10450,11900,11700,13150,12650,2020,1
24,2020-02-03,11850,10800,10450,11900,11700,13100,12600,2020,2
25,2020-02-04,11850,10800,10450,11900,11700,13100,12600,2020,2
26,2020-02-05,11850,10800,10450,11900,11700,13100,12600,2020,2
27,2020-02-06,11850,10800,10450,11950,11700,13100,12600,2020,2
28,2020-02-07,11850,10800,10450,11900,11700,13100,12600,2020,2
29,2020-02-10,11850,10800,10450,11900,11700,13100,12600,2020,2
30,2020-02-11,11850,10800,10450,11900,11700,13100,12650,2020,2
31,2020-02-12,11850,10800,10450,11900,11700,13100,12650,2020,2
32,2020-02-13,11850,10800,10450,11900,11700,13100,12650,2020,2
33,2020-02-14,11900,10900,10500,11950,11750,13150,12700,2020,2
34,2020-02-17,11900,10900,10500,11950,11800,13150,12700,2020,2
35,2020-02-18,11850,10800,10450,11900,11700,13100,12650,2020,2
36,2020-02-19,11850,10800,10450,11900,11700,13150,12650,2020,2
37,2020-02-20,11850,10800,10450,11900,11700,13150,12650,2020,2
38,2020-02-21,11850,10800,10450,11900,11700,13100,12600,2020,2
39,2020-02-24,11850,10800,10450,11900,11700,13100,12650,2020,2
40,2020-02-25,11850,10800,10450,11900,11700,13100,12650,2020,2
41,2020-02-26,11850,10800,10450,11900,11700,13100,12650,2020,2
42,2020-02-27,11850,10850,10450,11900,11750,13150,12700,2020,2
43,2020-02-28,11850,10850,10450,11900,11700,13150,12700,2020,2
44,2020-03-02,11850,10800,10450,11900,11700,13150,12650,2020,3
45,2020-03-03,11850,10800,10450,11900,11700,13150,12650,2020,3
46,2020-03-04,11850,10850,10450,11900,11700,13150,12650,2020,3
47,2020-03-05,11850,10800,10450,11900,11700,13150,12650,2020,3
48,2020-03-06,11850,10800,10450,11900,11700,13150,12650,2020,3
49,2020-03-09,11850,10850,10450,11950,11700,13150,12700,2020,3
50,2020-03-10,11850,10850,10450,11950,11700,13150,12700,2020,3
51,2020-03-11,11850,10850,10450,11950,11700,13150,12700,2020,3
52,2020-03-12,11850,10850,10450,11900,11700,13150,12700,2020,3
53,2020-03-13,11850,10850,10450,11900,11700,13150,12700,2020,3
54,2020-03-16,11850,10850,10450,11900,11700,13150,12700,2020,3
55,2020-03-17,11850,10850,10450,11900,11700,13150,12700,2020,3
56,2020-03-18,11850,10850,10450,11900,11700,13150,12700,2020,3
57,2020-03-19,11850,10850,10450,11900,11700,13150,12700,2020,3
58,2020-03-20,11900,10850,10500,11950,11750,13150,12700,2020,3
59,2020-03-23,11850,10850,10450,11900,11700,13150,12700,2020,3
60,2020-03-24,11850,10850,10450,12000,11750,13150,12700,2020,3
61,2020-03-26,11850,10850,10450,12000,11750,13150,12750,2020,3
62,2020-03-27,11850,10850,10450,11950,11750,13150,12700,2020,3
63,2020-03-30,11900,10850,10500,11950,11750,13150,12700,2020,3
64,2020-03-31,11900,10850,10450,11950,11750,13200,12750,2020,3
65,2020-04-01,11900,10900,10500,12000,11750,13200,12750,2020,4
66,2020-04-02,11900,10900,10500,12000,11800,13200,12750,2020,4
67,2020-04-03,11900,10900,10500,12000,11800,13200,12750,2020,4
68,2020-04-06,11900,10900,10500,12000,11800,13200,12750,2020,4
69,2020-04-07,11900,10900,10500,12000,11800,13200,12750,2020,4
70,2020-04-08,11900,10900,10500,12000,11800,13200,12750,2020,4
71,2020-04-09,11900,10900,10500,12000,11750,13200,12750,2020,4
72,2020-04-13,11900,10900,10500,12000,11750,13150,12750,2020,4
73,2020-04-14,11900,10900,10500,11950,11750,13200,12750,2020,4
74,2020-04-15,11900,10900,10500,12000,11750,13200,12650,2020,4
75,2020-04-16,11950,10900,10500,12000,11750,13200,12750,2020,4
76,2020-04-17,11950,10900,10500,12000,11750,13200,12750,2020,4
77,2020-04-20,11950,10900,10500,12000,11750,13200,12750,2020,4
78,2020-04-21,11950,10900,10500,12000,11750,13200,12750,2020,4
79,2020-04-22,11950,10900,10450,12000,11750,13200,12750,2020,4
80,2020-04-23,11950,10900,10500,12000,11750,13200,12750,2020,4
81,2020-04-24,11950,10900,10500,12000,11750,13200,12750,2020,4
82,2020-04-27,11950,10900,10500,12000,11800,13200,12750,2020,4
83,2020-04-28,11900,10900,10450,12000,11800,13200,12750,2020,4
84,2020-04-29,11900,10900,10450,12000,11800,13200,12700,2020,4
85,2020-04-30,11900,10900,10450,12000,11800,13200,12700,2020,4
86,2020-05-04,11900,10900,10450,12000,11750,13200,12700,2020,5
87,2020-05-05,11900,10900,10450,12000,11750,13150,12700,2020,5
88,2020-05-06,11900,10900,10450,12000,11750,13150,12700,2020,5
89,2020-05-08,11900,10850,10450,12000,11750,13150,12700,2020,5
90,2020-05-11,11900,10850,10450,12000,11750,13150,12700,2020,5
91,2020-05-12,11900,10850,10450,11950,11750,13150,12700,2020,5
92,2020-05-13,11900,10850,10450,12000,11750,13150,12700,2020,5
93,2020-05-14,11900,10850,10450,11950,11750,13150,12700,2020,5
94,2020-05-15,11900,10850,10450,11950,11750,13150,12700,2020,5
95,2020-05-18,11900,10850,10450,12000,11750,13150,12700,2020,5
96,2020-05-19,11900,10850,10450,11950,11750,13150,12700,2020,5
97,2020-05-20,11900,10850,10450,11950,11750,13200,12750,2020,5
98,2020-05-28,11900,10850,10450,11950,11700,13200,12750,2020,5
99,2020-05-29,11900,10850,10450,11950,11750,13200,12750,2020,5
100,2020-06-02,11900,10850,10450,11900,11700,13150,12750,2020,6
101,2020-06-03,11900,10850,10450,11900,11700,13150,12750,2020,6
102,2020-06-04,11900,10850,10450,11900,11700,13150,12750,2020,6
103,2020-06-05,11900,10850,10450,11900,11700,13150,12750,2020,6
104,2020-06-08,11900,10850,10450,11900,11700,13150,12750,2020,6
105,2020-06-09,11850,10850,10450,11900,11700,13150,12700,2020,6
106,2020-06-10,11850,10850,10400,11900,11700,13150,12700,2020,6
107,2020-06-11,11850,10850,10400,11900,11700,13150,12700,2020,6
108,2020-06-12,11850,10850,10400,11900,11700,13150,12700,2020,6
109,2020-06-15,11850,10850,10450,11900,11700,13150,12700,2020,6
110,2020-06-16,11850,10850,10400,11900,11700,13150,12700,2020,6
111,2020-06-17,11850,10850,10400,11850,11700,13100,12700,2020,6
112,2020-06-18,11850,10800,10400,11900,11650,13150,12700,2020,6
113,2020-06-19,11850,10800,10400,11850,11650,13150,12700,2020,6
114,2020-06-22,11850,10800,10400,11850,11650,13150,12700,2020,6
115,2020-06-23,11850,10800,10400,11850,11650,13150,12700,2020,6
116,2020-06-24,11850,10800,10400,11850,11650,13150,12700,2020,6
117,2020-06-25,11850,10800,10400,11850,11650,13150,12700,2020,6
118,2020-06-26,11850,10800,10400,11850,11650,13150,12700,2020,6
119,2020-06-29,11850,10800,10400,11850,11650,13150,12700,2020,6
120,2020-06-30,11850,10800,10400,11850,11650,13150,12700,2020,6
121,2020-07-01,11850,10800,10400,11850,11650,13150,12700,2020,7
122,2020-07-02,11850,10800,10400,11850,11650,13150,12700,2020,7
123,2020-07-03,11850,10800,10400,11850,11650,13150,12700,2020,7
124,2020-07-06,11850,10800,10400,11850,11650,13150,12700,2020,7
125,2020-07-07,11850,10800,10400,11850,11650,13150,12700,2020,7
126,2020-07-08,11850,10800,10400,11900,11700,13200,12700,2020,7
127,2020-07-09,11850,10800,10400,11850,11650,13150,12700,2020,7
128,2020-07-10,11850,10800,10400,11850,11700,13150,12700,2020,7
129,2020-07-13,11850,10800,10450,11900,11650,13150,12750,2020,7
130,2020-07-14,12000,10800,10450,11850,11650,13150,13600,2020,7
131,2020-07-15,11850,10800,10400,11850,11650,13150,12750,2020,7
132,2020-07-16,11850,10800,10400,11850,11650,13150,12750,2020,7
133,2020-07-17,11850,10800,10400,11850,11650,13150,12750,2020,7
134,2020-07-20,11850,10800,10400,11900,11650,13150,12750,2020,7
135,2020-07-21,11850,10800,10400,11850,11650,13150,12750,2020,7
136,2020-07-22,11850,10800,10400,11850,11650,13150,12750,2020,7
137,2020-07-23,11850,10800,10400,11850,11650,13150,12750,2020,7
138,2020-07-24,11850,10800,10400,11850,11650,13150,12750,2020,7
139,2020-07-27,11850,10800,10450,11850,11650,13150,12750,2020,7
140,2020-07-28,11850,10800,10450,11850,11650,13150,12750,2020,7
141,2020-07-29,11850,10800,10350,11850,11650,13150,12750,2020,7
142,2020-07-30,11850,10800,10450,11850,11650,13150,12750,2020,7
143,2020-08-03,11850,10800,10400,11850,11650,13150,12750,2020,8
144,2020-08-04,11850,10800,10400,11850,11650,13150,12750,2020,8
145,2020-08-05,11850,10800,10400,11850,11650,13150,12750,2020,8
146,2020-08-06,11850,10850,10450,11900,11650,13200,12750,2020,8
147,2020-08-07,11850,10800,10350,11900,11650,13150,12750,2020,8
148,2020-08-10,11850,10800,10400,11900,11650,13150,12750,2020,8
149,2020-08-11,11850,10800,10450,11900,11650,13150,12750,2020,8
150,2020-08-12,11850,10800,10450,11900,11650,13150,12750,2020,8
151,2020-08-13,11850,10800,10450,11900,11650,13150,12750,2020,8
152,2020-08-14,11850,10800,10450,11900,11650,13150,12750,2020,8
153,2020-08-18,11850,10800,10450,11900,11650,13150,12750,2020,8
154,2020-08-19,11850,10800,10450,11900,11650,13150,12750,2020,8
155,2020-08-24,11850,10800,10450,11850,11650,13150,12750,2020,8
156,2020-08-25,11850,10800,10450,11850,11650,13150,12750,2020,8
157,2020-08-26,11850,10800,10450,11850,11650,13150,12750,2020,8
158,2020-08-27,11850,10800,10450,11850,11650,13150,12750,2020,8
159,2020-08-28,11850,10800,10450,11850,11650,13100,12750,2020,8
160,2020-08-31,11850,10800,10450,11850,11650,13100,12750,2020,8
161,2020-09-01,11850,10800,10400,11850,11650,13100,12750,2020,9
162,2020-09-02,11800,10750,10400,11850,11650,13100,12700,2020,9
163,2020-09-03,11850,10750,10400,11900,11650,13100,12700,2020,9
164,2020-09-04,11800,10750,10400,11850,11650,13100,12700,2020,9
165,2020-09-07,11800,10750,10400,11850,11650,13100,12700,2020,9
166,2020-09-08,11800,10750,10400,11850,11650,13100,12700,2020,9
167,2020-09-09,11800,10750,10400,11850,11650,13100,12700,2020,9
168,2020-09-10,11800,10750,10400,11850,11650,13100,12700,2020,9
169,2020-09-11,11800,10750,10400,11850,11650,13100,12700,2020,9
170,2020-09-14,11800,10750,10400,11850,11650,13100,12700,2020,9
171,2020-09-15,11800,10750,10400,11850,11650,13100,12700,2020,9
172,2020-09-16,11800,10750,10400,11850,11650,13100,12700,2020,9
173,2020-09-17,11800,10750,10400,11850,11650,13100,12700,2020,9
174,2020-09-18,11800,10750,10400,11850,11650,13100,12700,2020,9
175,2020-09-21,11800,10750,10400,11850,11650,13100,12700,2020,9
176,2020-09-22,11800,10750,10400,11850,11650,13100,12700,2020,9
177,2020-09-23,11800,10750,10400,11850,11650,13100,12700,2020,9
178,2020-09-24,11800,10750,10400,11850,11650,13100,12700,2020,9
179,2020-09-25,11800,10750,10400,11850,11600,13100,12700,2020,9
180,2020-09-28,11800,10750,10400,11850,11600,13100,12700,2020,9
181,2020-09-29,11800,10750,10400,11850,11600,13100,12700,2020,9
182,2020-09-30,11800,10750,10400,11850,11650,13100,12700,2020,9
183,2020-10-01,11800,10750,10400,11850,11650,13100,12700,2020,10
184,2020-10-02,11800,10750,10400,11850,11650,13100,12700,2020,10
185,2020-10-05,11800,10750,10400,11850,11650,13100,12700,2020,10
186,2020-10-06,11800,10750,10400,11850,11650,13100,12700,2020,10
187,2020-10-07,11800,10750,10400,11850,11650,13100,12700,2020,10
188,2020-10-08,11800,10750,10400,11850,11650,13100,12700,2020,10
189,2020-10-09,11800,10750,10400,11850,11650,13100,12700,2020,10
190,2020-10-12,11800,10750,10400,11850,11650,13100,12700,2020,10
191,2020-10-13,11800,10800,10400,11850,11650,13100,12700,2020,10
192,2020-10-14,11800,10800,10400,11850,11650,13100,12700,2020,10
193,2020-10-15,11800,10800,10400,11850,11650,13100,12700,2020,10
194,2020-10-16,11800,10750,10400,11850,11650,13100,12700,2020,10
195,2020-10-19,11800,10750,10400,11850,11650,13100,12700,2020,10
196,2020-10-20,11800,10750,10400,11850,11650,13100,12700,2020,10
197,2020-10-21,11800,10750,10400,11850,11600,13100,12750,2020,10
198,2020-10-22,11800,10750,10400,11850,11600,13100,12650,2020,10
199,2020-10-23,11800,10750,10400,11850,11600,13100,12650,2020,10
200,2020-10-26,11800,10750,10400,11850,11600,13100,12650,2020,10
201,2020-10-27,11800,10750,10400,11850,11600,13100,12650,2020,10
202,2020-11-02,11800,10750,10400,11850,11600,13100,12650,2020,11
203,2020-11-03,11800,10750,10400,11850,11600,13100,12650,2020,11
204,2020-11-04,11800,10800,10400,11850,11650,13100,12650,2020,11
205,2020-11-05,11800,10800,10400,11850,11650,13100,12650,2020,11
206,2020-11-06,11800,10800,10400,11850,11650,13100,12650,2020,11
207,2020-11-09,11800,10800,10400,11850,11650,13100,12650,2020,11
208,2020-11-10,11800,10800,10400,11850,11650,13100,12650,2020,11
209,2020-11-11,11800,10800,10400,11850,11650,13100,12650,2020,11
210,2020-11-12,11800,10750,10400,11850,11650,13100,12650,2020,11
211,2020-11-13,11800,10750,10400,11850,11650,13100,12650,2020,11
212,2020-11-16,11800,10750,10400,11850,11650,13050,12650,2020,11
213,2020-11-17,11800,10750,10400,11850,11650,13050,12650,2020,11
214,2020-11-18,11800,10750,10400,11850,11650,13050,12650,2020,11
215,2020-11-19,11800,10750,10400,11850,11650,13050,12650,2020,11
216,2020-11-20,11800,10750,10350,11850,11650,13100,12650,2020,11
217,2020-11-23,11800,10750,10400,11850,11650,13050,12650,2020,11
218,2020-11-24,11800,10750,10400,11850,11650,13050,12650,2020,11
219,2020-11-25,11800,10750,10400,11850,11650,13050,12650,2020,11
220,2020-11-26,11800,10750,10400,11850,11600,13050,12650,2020,11
221,2020-11-27,11800,10750,10400,11850,11600,13050,12650,2020,11
222,2020-11-30,11800,10750,10400,11850,11600,13050,12650,2020,11
223,2020-12-01,11800,10750,10400,11850,11600,13050,12650,2020,12
224,2020-12-02,11800,10750,10400,11850,11600,13050,12650,2020,12
225,2020-12-03,11800,10750,10400,11850,11600,13050,12650,2020,12
226,2020-12-04,11800,10750,10400,11850,11600,13050,12650,2020,12
227,2020-12-07,11800,10750,10400,11850,11600,13050,12650,2020,12
228,2020-12-08,11800,10750,10400,11850,11600,13050,12650,2020,12
229,2020-12-10,11800,10750,10400,11850,11600,13050,12650,2020,12
230,2020-12-11,11800,10750,10400,11850,11600,13050,12650,2020,12
231,2020-12-14,11800,10750,10400,11850,11600,13050,12650,2020,12
232,2020-12-15,11800,10750,10400,11850,11600,13100,12650,2020,12
233,2020-12-16,11800,10750,10400,11850,11600,13100,12650,2020,12
234,2020-12-17,11800,10750,10400,11850,11600,13100,12650,2020,12
235,2020-12-18,11800,10750,10400,11850,11600,13100,12650,2020,12
236,2020-12-21,11800,10750,10400,11800,11600,13100,12650,2020,12
237,2020-12-22,11800,10750,10400,11800,11600,13100,12700,2020,12
238,2020-12-23,11800,10750,10400,11800,11600,13100,12700,2020,12
239,2020-12-28,11800,10750,10400,11800,11650,13100,12700,2020,12
240,2020-12-29,11800,10750,10400,11800,11600,13100,12700,2020,12
241,2020-12-30,11800,10750,10400,11800,11600,13100,12700,2020,12
2,2021-01-04,11800,10750,10400,11800,11650,13100,12700,2021,1
3,2021-01-05,11800,10850,10450,11800,11600,13050,12750,2021,1
4,2021-01-06,11800,10800,10450,11850,11650,13100,12750,2021,1
5,2021-01-07,11800,10800,10450,11800,11650,13100,12750,2021,1
6,2021-01-08,11800,10800,10450,11800,11650,13100,12750,2021,1
7,2021-01-11,11800,10800,10450,11800,11650,13100,12750,2021,1
8,2021-01-12,11800,10800,10450,11800,11650,13100,12750,2021,1
9,2021-01-13,11800,10800,10450,11800,11600,13100,12750,2021,1
10,2021-01-14,11800,10800,10450,11800,11600,13100,12750,2021,1
11,2021-01-15,11800,10800,10450,11800,11600,13100,12750,2021,1
12,2021-01-18,11800,10800,10500,11850,11650,13100,12700,2021,1
13,2021-01-19,11800,10800,10500,11800,11600,13100,12700,2021,1
14,2021-01-20,11800,10800,10500,11800,11650,13100,12700,2021,1
15,2021-01-21,11800,10800,10500,11800,11600,13100,12700,2021,1
16,2021-01-22,11800,10800,10500,11800,11650,13100,12700,2021,1
17,2021-01-25,11800,10800,10500,11800,11650,13100,12700,2021,1
18,2021-01-26,11800,10800,10500,11800,11650,13100,12700,2021,1
19,2021-01-27,11800,10800,10500,11800,11650,13150,12700,2021,1
20,2021-01-28,11800,10800,10500,11800,11600,13100,12700,2021,1
21,2021-01-29,11850,10800,10500,11850,11650,13150,12750,2021,1
22,2021-02-01,11800,10850,10500,11800,11600,13100,12700,2021,2
23,2021-02-02,11800,10850,10500,11800,11600,13100,12700,2021,2
24,2021-02-03,11800,10850,10500,11800,11600,13100,12700,2021,2
25,2021-02-04,11800,10850,10500,11800,11600,13100,12700,2021,2
26,2021-02-05,11800,10850,10550,11800,11600,13100,12700,2021,2
27,2021-02-08,11800,10800,10550,11800,11600,13100,12700,2021,2
28,2021-02-09,11800,10800,10550,11800,11600,13100,12700,2021,2
29,2021-02-10,11800,10800,10550,11800,11600,13100,12700,2021,2
30,2021-02-11,11800,10800,10500,11800,11600,13100,12700,2021,2
31,2021-02-15,11800,10800,10500,11800,11600,13100,12700,2021,2
32,2021-02-16,11800,10800,10500,11800,11600,13100,12700,2021,2
33,2021-02-17,11800,10800,10450,11800,11600,13100,12700,2021,2
34,2021-02-18,11800,10750,10500,11800,11600,13100,12700,2021,2
35,2021-02-19,11800,10800,10500,11800,11600,13100,12700,2021,2
36,2021-02-22,11800,10800,10500,11800,11600,13100,12700,2021,2
37,2021-02-23,11800,10800,10500,11800,11600,13100,12700,2021,2
38,2021-02-24,11800,10800,10500,11850,11600,13100,12700,2021,2
39,2021-02-25,11800,10800,10500,11800,11600,13100,12700,2021,2
40,2021-02-26,11800,10800,10500,11800,11600,13100,12700,2021,2
41,2021-03-01,11800,10800,10500,11800,11600,13100,12750,2021,3
42,2021-03-02,11800,10800,10500,11800,11600,13100,12750,2021,3
43,2021-03-03,11800,10800,10500,11800,11600,13100,12750,2021,3
44,2021-03-04,11800,10800,10500,11800,11600,13100,12750,2021,3
45,2021-03-05,11800,10800,10500,11850,11600,13100,12750,2021,3
46,2021-03-08,11800,10800,10500,11800,11600,13100,12700,2021,3
47,2021-03-09,11800,10800,10500,11800,11600,13100,12700,2021,3
48,2021-03-10,11800,10800,10500,11800,11600,13100,12700,2021,3
49,2021-03-12,11800,10800,10500,11850,11650,13100,12750,2021,3
50,2021-03-15,11800,10800,10500,11800,11600,13100,12750,2021,3
51,2021-03-16,11800,10800,10500,11800,11600,13100,12750,2021,3
52,2021-03-17,11800,10800,10500,11800,11600,13100,12700,2021,3
53,2021-03-18,11850,11300,10500,11800,11600,13100,12700,2021,3
54,2021-03-19,11800,10800,10500,11800,11600,13100,12700,2021,3
55,2021-03-22,11800,10800,10450,11800,11600,13100,12700,2021,3
56,2021-03-23,11800,10750,10450,11800,11600,13100,12700,2021,3
57,2021-03-24,11800,10800,10500,11800,11600,13100,12700,2021,3
58,2021-03-25,11800,10800,10450,11800,11600,13100,12700,2021,3
59,2021-03-26,11800,10800,10450,11800,11600,13100,12700,2021,3
60,2021-03-29,11800,10800,10450,11800,11600,13050,12700,2021,3
61,2021-03-30,11800,10750,10450,11800,11550,13100,12700,2021,3
62,2021-03-31,11800,10800,10450,11800,11550,13050,12700,2021,3
63,2021-04-01,11800,10750,10450,11800,11600,13050,12700,2021,4
64,2021-04-05,11800,10750,10450,11800,11600,13050,12700,2021,4
65,2021-04-06,11800,10750,10450,11800,11600,13050,12700,2021,4
66,2021-04-07,11800,10750,10450,11800,11600,13050,12700,2021,4
67,2021-04-08,11800,10750,10450,11800,11600,13100,12700,2021,4
68,2021-04-09,11800,10750,10450,11800,11600,13050,12700,2021,4
69,2021-04-12,11800,10750,10450,11800,11600,13050,12700,2021,4
70,2021-04-13,11800,10750,10450,11800,11600,13050,12700,2021,4
71,2021-04-14,11800,10750,10450,11800,11600,13050,12700,2021,4
72,2021-04-15,11800,10750,10450,11800,11600,13050,12700,2021,4
73,2021-04-16,11800,10750,10450,11800,11600,13050,12700,2021,4
74,2021-04-19,11800,10750,10450,11800,11600,13050,12700,2021,4
75,2021-04-20,11750,10750,10450,11800,11600,13050,12700,2021,4
76,2021-04-21,11750,10750,10450,11800,11600,13050,12650,2021,4
77,2021-04-22,11850,10750,10450,11800,11600,13050,13000,2021,4
78,2021-04-23,11750,10750,10450,11800,11600,13050,12650,2021,4
79,2021-04-26,11750,10750,10450,11800,11600,13050,12700,2021,4
80,2021-04-27,11750,10750,10450,11800,11600,13050,12650,2021,4
81,2021-04-28,11750,10750,10450,11800,11600,13050,12650,2021,4
82,2021-04-29,11750,10750,10400,11750,11600,13050,12650,2021,4
83,2021-04-30,11750,10750,10400,11800,11550,13050,12650,2021,4
84,2021-05-03,11750,10750,10400,11800,11550,13050,12700,2021,5
85,2021-05-04,11750,10750,10400,11800,11550,13050,12650,2021,5
86,2021-05-05,11750,10750,10400,11800,11550,13050,12650,2021,5
87,2021-05-06,11750,10750,10400,11800,11550,13050,12650,2021,5
88,2021-05-07,11750,10750,10400,11800,11550,13050,12650,2021,5
89,2021-05-10,11750,10700,10400,11750,11550,13050,12650,2021,5
90,2021-05-11,11750,10700,10400,11750,11550,13050,12650,2021,5
91,2021-05-17,11750,10700,10400,11750,11550,13050,12650,2021,5
92,2021-05-18,11750,10700,10400,11750,11550,13050,12650,2021,5
93,2021-05-19,11750,10750,10400,11800,11550,13100,12650,2021,5
94,2021-05-20,11750,10700,10400,11800,11550,13050,12650,2021,5
95,2021-05-21,11750,10700,10400,11800,11550,13050,12650,2021,5
96,2021-05-24,11750,10700,10400,11800,11550,13050,12650,2021,5
97,2021-05-25,11750,10700,10400,11800,11550,13050,12650,2021,5
98,2021-05-27,11750,10700,10400,11750,11550,13050,12650,2021,5
99,2021-05-28,11750,10700,10400,11800,11550,13050,12650,2021,5
100,2021-05-31,11750,10700,10350,11750,11550,13050,12650,2021,5
101,2021-06-02,11750,10700,10350,11750,11550,13050,12650,2021,6
102,2021-06-03,11750,10700,10350,11750,11550,13050,12650,2021,6
103,2021-06-04,11750,10700,10350,11750,11550,13050,12650,2021,6
104,2021-06-07,11750,10700,10350,11750,11550,13050,12650,2021,6
105,2021-06-08,11750,10700,10350,11750,11550,13050,12650,2021,6
106,2021-06-09,11750,10700,10350,11750,11550,13050,12650,2021,6
107,2021-06-10,11700,10700,10350,11750,11550,13050,12650,2021,6
108,2021-06-11,11700,10700,10350,11750,11550,13050,12650,2021,6
109,2021-06-14,11750,10700,10350,11750,11550,13050,12650,2021,6
110,2021-06-15,11750,10700,10350,11750,11550,13050,12650,2021,6
111,2021-06-16,11750,10700,10350,11750,11550,13050,12650,2021,6
112,2021-06-17,11750,10700,10350,11750,11550,13050,12650,2021,6
113,2021-06-18,11750,10700,10350,11750,11550,13050,12650,2021,6
114,2021-06-21,11750,10700,10350,11750,11550,13050,12650,2021,6
115,2021-06-22,11750,10700,10350,11750,11550,13050,12650,2021,6
116,2021-06-23,11750,10700,10350,11750,11550,13050,12650,2021,6
117,2021-06-24,11750,10700,10350,11750,11550,13050,12650,2021,6
118,2021-06-25,11750,10700,10350,11750,11550,13050,12650,2021,6
119,2021-06-28,11750,10700,10350,11750,11550,13050,12650,2021,6
120,2021-06-29,11750,10700,10350,11750,11550,13050,12650,2021,6
